0, -0.421, -0.334, 0.684
1, -0.397, -0.108, 0.486
2, -0.333, 0.072, 0.39
3, -0.584, 0.132, 1.403
4, -1.003, 0.178, 1.765
5, -0.815, 0.092, 1.079
6, -0.446, -0.006, 0.947
7, -0.322, -0.152, 0.829
8, -0.138, -0.267, 0.886
9, 0.077, -0.208, 0.761
10, 0.198, -0.041, 0.646
11, 0.157, -0.322, 1.445
12, 0.246, -0.58, 1.479
13, 0.306, -0.449, 1.719
14, 0.409, -0.448, 1.449
15, 0.513, -0.454, 1.12
16, 0.432, -0.047, 1.118
17, 0.274, 0.377, 1.01
18, 0.124, 0.408, 0.764
19, 0.003, 0.248, 0.543
20, 0.118, -0.066, 0.737
21, 0.436, -0.7, 2.0
22, 0.432, -1.003, 2.0
23, 0.158, -0.398, 1.304
24, -0.048, 0.443, 0.87
25, -0.343, 0.783, 0.539
26, -0.686, 0.821, 0.971
27, -0.66, 0.402, 1.797
28, -0.362, -0.164, 1.421
29, -0.045, -0.472, 1.455
30, 0.182, -0.011, 1.733
31, -0.595, 1.129, 0.953
32, -0.463, 0.353, 1.27
33, -0.481, 0.32, 1.262
34, -0.438, 0.533, 1.048
35, -0.086, -0.156, 1.144
36, 0.121, -0.425, 1.207
37, 0.065, 0.119, 0.792
38, -0.369, 0.839, 0.275
39, -0.417, 0.935, 0.253
40, -0.179, 0.418, 0.89
41, -0.118, -0.479, 2.0
42, -0.062, -0.973, 1.525
43, 0.064, -0.366, 0.418
44, 0.093, 0.386, 0.565
45, 0.135, 0.281, 0.607
46, 0.028, 0.073, 0.704
47, -0.328, 0.435, 0.76
48, -0.645, 0.385, 1.202
49, -0.433, -0.495, 2.0
50, -0.298, -0.87, 1.594
51, 0.0, -0.756, 0.341
52, 0.305, -0.408, 0.49
53, 0.388, -0.085, 1.262
54, 0.361, -0.379, 1.561
55, 0.305, -0.754, 1.185
56, 0.163, -0.299, 1.407
57, -0.014, 0.228, 1.059
58, -0.035, 0.039, 0.361
59, 0.054, -0.33, 1.207
60, -0.08, -0.507, 2.0
61, -0.257, -0.333, 1.597
62, -0.279, 0.23, 0.287
63, -0.193, 0.414, 0.445
64, -0.039, -0.037, 1.412
65, -0.235, -0.177, 2.0
